,id,listing_url,host_id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,number_of_reviews,review_scores_rating,price_range,Commune nom
57429,944819711166429128,https://www.airbnb.com/rooms/944819711166429128,528218045,100,t,Passy,48.85273,2.26456,Entire home/apt,4,2.0,2.0,2.0,90.0,30,1125,t,1,5.0,Low-cost,Paris 16ème
57435,944865284808287112,https://www.airbnb.com/rooms/944865284808287112,4628901,100,f,Popincourt,48.8537458,2.3725148,Entire home/apt,3,1.5,1.0,2.0,250.0,2,20,t,7,5.0,Premium,Paris 11ème
57461,946809437112597596,https://www.airbnb.com/rooms/946809437112597596,353053208,100,f,Panthéon,48.840250086932194,2.339294185640359,Entire home/apt,5,2.0,4.0,4.0,550.0,4,30,t,1,5.0,Luxury,Paris 5ème
57488,945032549084872180,https://www.airbnb.com/rooms/945032549084872180,422197187,99,t,Temple,48.86358380000001,2.3586314,Entire home/apt,7,1.0,2.0,6.0,263.0,3,20,t,9,5.0,Premium,Paris 3ème
57596,946229840806328801,https://www.airbnb.com/rooms/946229840806328801,10492764,100,f,Reuilly,48.8331292,2.3959733,Entire home/apt,4,1.0,2.0,2.0,170.0,3,120,t,10,5.0,Fair,Paris 12ème
57628,947177852296004576,https://www.airbnb.com/rooms/947177852296004576,87141700,100,f,Vaugirard,48.8437971295395,2.2944622463362605,Entire home/apt,2,1.0,1.0,1.0,45.0,30,300,t,1,5.0,Low-cost,Paris 15ème
57649,946342535998685060,https://www.airbnb.com/rooms/946342535998685060,418271467,100,f,Passy,48.86796059366331,2.2842537802772647,Entire home/apt,1,1.0,1.0,1.0,100.0,1,365,t,2,5.0,Fair,Paris 16ème
57655,947526882541052205,https://www.airbnb.com/rooms/947526882541052205,432126064,100,f,Gobelins,48.82711858188699,2.3529019583248214,Entire home/apt,2,1.5,1.0,1.0,166.0,3,14,t,1,5.0,Fair,Paris 13ème
57663,947776699707538074,https://www.airbnb.com/rooms/947776699707538074,101333450,100,f,Reuilly,48.84073518618939,2.388428511372688,Entire home/apt,2,1.0,1.0,1.0,90.0,5,17,t,7,5.0,Low-cost,Paris 12ème
57677,947577701950554581,https://www.airbnb.com/rooms/947577701950554581,23630457,100,f,Buttes-Montmartre,48.88663,2.35533,Entire home/apt,3,1.0,1.0,2.0,39.0,30,365,t,1,5.0,Low-cost,Paris 18ème
57710,949174535270296716,https://www.airbnb.com/rooms/949174535270296716,521179439,100,t,Temple,48.85744,2.36426,Entire home/apt,4,1.0,1.0,2.0,110.0,30,180,t,3,5.0,Fair,Paris 3ème
57716,947892276346425526,https://www.airbnb.com/rooms/947892276346425526,152293184,100,f,Entrepôt,48.88203809209001,2.3497656465576355,Entire home/apt,4,1.0,1.0,2.0,116.0,7,14,t,5,5.0,Fair,Paris 10ème
57724,949221149418031318,https://www.airbnb.com/rooms/949221149418031318,63988585,100,f,Vaugirard,48.84491392642717,2.286121019558028,Entire home/apt,2,1.0,1.0,1.0,150.0,3,20,t,2,5.0,Fair,Paris 15ème
57742,948241992152272855,https://www.airbnb.com/rooms/948241992152272855,428338033,100,t,Entrepôt,48.87313409999999,2.3602992,Entire home/apt,4,1.0,2.0,2.0,223.0,2,365,t,6,5.0,Fair,Paris 10ème
57743,948244705527508524,https://www.airbnb.com/rooms/948244705527508524,15887128,100,f,Ménilmontant,48.8718908,2.3869318,Entire home/apt,4,1.0,1.0,2.0,110.0,2,1125,t,11,5.0,Fair,Paris 20ème
57753,948456942722218527,https://www.airbnb.com/rooms/948456942722218527,57756169,100,t,Panthéon,48.84060462694148,2.3465637490153317,Entire home/apt,2,1.0,1.0,1.0,200.0,5,30,t,7,5.0,Fair,Paris 5ème
57775,948543367590411605,https://www.airbnb.com/rooms/948543367590411605,5615064,100,f,Passy,48.87049568108287,2.287030796979034,Private room,2,1.0,1.0,2.0,130.0,3,14,t,2,5.0,Fair,Paris 16ème
57792,948317612384454789,https://www.airbnb.com/rooms/948317612384454789,14463171,100,f,Observatoire,48.8415575,2.3262427,Entire home/apt,3,1.5,1.0,2.0,250.0,2,90,t,4,5.0,Premium,Paris 14ème
57807,949389776197877529,https://www.airbnb.com/rooms/949389776197877529,4610766,100,f,Passy,48.85288240000001,2.2659739,Entire home/apt,5,2.0,2.0,5.0,300.0,3,32,t,1,5.0,Premium,Paris 16ème
57835,948869894111355855,https://www.airbnb.com/rooms/948869894111355855,521998573,100,f,Buttes-Montmartre,48.88427140273056,2.333966289737904,Entire home/apt,5,1.0,2.0,2.0,263.0,1,365,t,2,5.0,Premium,Paris 18ème
57849,950490911770892675,https://www.airbnb.com/rooms/950490911770892675,443229405,100,f,Passy,48.84264885477651,2.255428720299972,Entire home/apt,5,2.5,3.0,3.0,720.0,3,14,t,1,5.0,Luxury,Paris 16ème
57853,950513378878745641,https://www.airbnb.com/rooms/950513378878745641,480549213,99,f,Opéra,48.88134987649037,2.345560792114505,Entire home/apt,2,1.0,0.0,1.0,93.0,1,365,t,3,5.0,Low-cost,Paris 9ème
57886,949821466735278943,https://www.airbnb.com/rooms/949821466735278943,529623813,100,t,Entrepôt,48.873817091503874,2.3485570872282278,Entire home/apt,2,1.0,1.0,1.0,145.0,3,30,t,22,5.0,Fair,Paris 10ème
57889,950596651376419013,https://www.airbnb.com/rooms/950596651376419013,480549213,99,f,Buttes-Chaumont,48.88255347426696,2.3712122541370677,Entire home/apt,4,1.0,1.0,2.0,156.0,1,365,t,9,5.0,Fair,Paris 19ème
57940,951516599998513545,https://www.airbnb.com/rooms/951516599998513545,43065006,100,t,Temple,48.86545808072525,2.359463452769845,Entire home/apt,4,1.0,2.0,2.0,350.0,3,120,t,2,5.0,Premium,Paris 3ème
57956,949910141677717350,https://www.airbnb.com/rooms/949910141677717350,67545038,100,f,Popincourt,48.85879919587382,2.375519657672105,Entire home/apt,3,1.0,1.0,3.0,150.0,3,8,t,1,5.0,Fair,Paris 11ème
57992,952031535282262429,https://www.airbnb.com/rooms/952031535282262429,45899530,100,f,Louvre,48.86351,2.34857,Entire home/apt,2,1.0,1.0,1.0,180.0,1,120,t,1,5.0,Fair,Paris 1er
57996,952080311058955154,https://www.airbnb.com/rooms/952080311058955154,1487508,100,f,Popincourt,48.86118356099024,2.3783675816608625,Entire home/apt,2,1.0,1.0,1.0,153.0,2,25,t,1,5.0,Fair,Paris 11ème
58003,951199203947469680,https://www.airbnb.com/rooms/951199203947469680,204949604,100,f,Passy,48.8427072,2.2655298,Entire home/apt,4,1.0,1.0,1.0,150.0,2,120,t,5,5.0,Fair,Paris 16ème
58009,951244128286891978,https://www.airbnb.com/rooms/951244128286891978,135786329,100,f,Batignolles-Monceau,48.89248,2.32548,Entire home/apt,4,1.0,1.0,1.0,130.0,2,365,t,4,5.0,Fair,Paris 17ème
58029,952115246195498087,https://www.airbnb.com/rooms/952115246195498087,3065728,100,f,Ménilmontant,48.873024,2.3838439,Entire home/apt,2,1.0,1.0,1.0,150.0,3,1125,t,2,5.0,Fair,Paris 20ème
58032,952130986059257631,https://www.airbnb.com/rooms/952130986059257631,530263577,100,f,Passy,48.83523325078189,2.25889731748506,Private room,4,1.0,1.0,2.0,106.0,1,4,t,3,5.0,Fair,Paris 16ème
58064,951423329032641626,https://www.airbnb.com/rooms/951423329032641626,15410912,100,f,Palais-Bourbon,48.85893248561491,2.3308479621970637,Entire home/apt,2,2.5,1.0,1.0,700.0,7,30,t,2,5.0,Luxury,Paris 7ème
58163,953346156535880536,https://www.airbnb.com/rooms/953346156535880536,530607840,100,f,Hôtel-de-Ville,48.8543537,2.3685676,Entire home/apt,4,1.0,2.0,2.0,700.0,3,1125,t,6,5.0,Luxury,Paris 4ème
58221,954998322346648890,https://www.airbnb.com/rooms/954998322346648890,121183082,100,f,Ménilmontant,48.87317,2.40668,Entire home/apt,4,1.5,1.0,2.0,129.0,2,1125,t,4,5.0,Fair,Paris 20ème
58232,953466189834941792,https://www.airbnb.com/rooms/953466189834941792,370334802,100,f,Entrepôt,48.872285856824696,2.370759230012204,Entire home/apt,5,1.0,2.0,4.0,482.0,1,1125,t,3,5.0,Premium,Paris 10ème
58265,955529377689173212,https://www.airbnb.com/rooms/955529377689173212,515159695,100,f,Buttes-Chaumont,48.8855,2.38143,Entire home/apt,2,1.0,0.0,1.0,55.0,30,180,t,2,5.0,Low-cost,Paris 19ème
58287,955560116678077953,https://www.airbnb.com/rooms/955560116678077953,126804743,100,t,Entrepôt,48.87039,2.36098,Entire home/apt,8,3.0,4.0,5.0,751.0,2,365,t,24,5.0,Luxury,Paris 10ème
58307,953577819494842009,https://www.airbnb.com/rooms/953577819494842009,166321381,100,f,Buttes-Montmartre,48.89143535101524,2.343785554799427,Entire home/apt,4,2.0,2.0,2.0,300.0,2,14,t,4,5.0,Premium,Paris 18ème
58313,955650600776958123,https://www.airbnb.com/rooms/955650600776958123,126804743,100,t,Temple,48.86805127262696,2.3616808918654253,Entire home/apt,8,3.0,4.0,5.0,658.0,2,365,t,37,5.0,Luxury,Paris 3ème
58324,954911958371137042,https://www.airbnb.com/rooms/954911958371137042,365247604,100,f,Entrepôt,48.8840076,2.364677,Entire home/apt,6,1.0,2.0,3.0,300.0,4,20,t,2,5.0,Premium,Paris 10ème
58334,955691969381208227,https://www.airbnb.com/rooms/955691969381208227,139772014,100,f,Vaugirard,48.83811006119412,2.2833184745072117,Entire home/apt,6,1.0,3.0,5.0,294.0,5,62,t,5,5.0,Premium,Paris 15ème
58341,954921023542313660,https://www.airbnb.com/rooms/954921023542313660,531034435,100,f,Opéra,48.8823494,2.3364828,Private room,2,1.0,1.0,1.0,190.0,1,365,t,1,5.0,Fair,Paris 9ème
58354,955709362179382066,https://www.airbnb.com/rooms/955709362179382066,47478363,100,f,Buttes-Montmartre,48.88863,2.35209,Entire home/apt,4,1.0,1.0,2.0,186.0,6,24,t,2,5.0,Fair,Paris 18ème
58436,956963762120546317,https://www.airbnb.com/rooms/956963762120546317,531550252,100,f,Temple,48.86467728931557,2.355169125690883,Entire home/apt,4,1.0,2.0,2.0,400.0,4,365,t,1,5.0,Premium,Paris 3ème
58439,956372710870189108,https://www.airbnb.com/rooms/956372710870189108,474420390,99,t,Hôtel-de-Ville,48.86037941549822,2.3535699148236398,Entire home/apt,4,1.5,2.0,2.0,450.0,3,365,t,7,5.0,Premium,Paris 4ème
58447,957993739679174761,https://www.airbnb.com/rooms/957993739679174761,14077364,100,f,Observatoire,48.828924070666,2.3162723893670005,Entire home/apt,2,1.0,1.0,2.0,72.0,3,365,t,1,5.0,Low-cost,Paris 14ème
58478,958406524943871196,https://www.airbnb.com/rooms/958406524943871196,397384258,100,f,Observatoire,48.82335866860465,2.323334128288579,Entire home/apt,3,1.0,1.0,2.0,90.0,6,30,t,2,5.0,Low-cost,Paris 14ème
58503,959310387834027884,https://www.airbnb.com/rooms/959310387834027884,10677266,100,f,Vaugirard,48.83145,2.30746,Entire home/apt,3,1.0,1.0,2.0,124.0,3,365,t,2,5.0,Fair,Paris 15ème
58519,957431341723246999,https://www.airbnb.com/rooms/957431341723246999,72631644,100,t,Entrepôt,48.8691612,2.3631244,Entire home/apt,2,1.0,1.0,1.0,210.0,3,365,t,9,5.0,Fair,Paris 10ème
58531,957693641366463341,https://www.airbnb.com/rooms/957693641366463341,25052807,100,t,Temple,48.86782837361965,2.3617759195122794,Entire home/apt,4,1.0,2.0,3.0,280.0,3,365,t,28,5.0,Premium,Paris 3ème
58532,957698329737796663,https://www.airbnb.com/rooms/957698329737796663,476203524,99,f,Popincourt,48.86622402448406,2.3768360482364828,Entire home/apt,6,1.0,1.0,1.0,353.0,1,365,t,1,5.0,Premium,Paris 11ème
58558,957801270172787881,https://www.airbnb.com/rooms/957801270172787881,71255260,100,t,Hôtel-de-Ville,48.85463713711742,2.349685572193827,Entire home/apt,3,1.0,1.0,1.0,300.0,2,30,t,21,5.0,Premium,Paris 4ème
58569,959843719180549871,https://www.airbnb.com/rooms/959843719180549871,531034435,100,f,Opéra,48.8823494,2.3364828,Private room,3,1.0,1.0,2.0,233.0,1,365,t,1,5.0,Fair,Paris 9ème
58615,959910484388831931,https://www.airbnb.com/rooms/959910484388831931,50978178,99,f,Louvre,48.8645426,2.3321946,Entire home/apt,2,1.0,1.0,1.0,221.0,1,30,t,1,5.0,Fair,Paris 1er
58620,959961858384797381,https://www.airbnb.com/rooms/959961858384797381,14395411,100,f,Reuilly,48.84586,2.38098,Entire home/apt,2,1.0,1.0,1.0,70.0,30,160,t,2,5.0,Low-cost,Paris 12ème
58645,960566701810716022,https://www.airbnb.com/rooms/960566701810716022,50978178,99,f,Louvre,48.8645426,2.3321946,Entire home/apt,2,1.0,1.0,1.0,221.0,1,365,t,2,5.0,Fair,Paris 1er
58657,960034387321342224,https://www.airbnb.com/rooms/960034387321342224,60168726,100,t,Observatoire,48.84032659212261,2.324175350368023,Entire home/apt,2,1.0,1.0,1.0,162.0,2,1125,t,16,5.0,Fair,Paris 14ème
58667,960054161690341415,https://www.airbnb.com/rooms/960054161690341415,450948070,100,f,Vaugirard,48.83914627429391,2.2889117473771203,Entire home/apt,3,1.0,1.0,1.0,174.0,2,30,t,1,5.0,Fair,Paris 15ème
58680,960627818622470015,https://www.airbnb.com/rooms/960627818622470015,50978178,99,f,Louvre,48.8645426,2.3321946,Entire home/apt,2,1.0,1.0,1.0,221.0,1,30,t,2,5.0,Fair,Paris 1er
58683,959153340824286672,https://www.airbnb.com/rooms/959153340824286672,3749436,100,f,Batignolles-Monceau,48.87695,2.28818,Entire home/apt,2,1.0,1.0,1.0,243.0,3,28,t,1,5.0,Fair,Paris 17ème
58701,961682225133902055,https://www.airbnb.com/rooms/961682225133902055,129992729,100,t,Gobelins,48.8261198918911,2.3473308586462647,Private room,2,1.5,1.0,1.0,103.0,1,7,t,9,5.0,Fair,Paris 13ème
58711,959190155939638985,https://www.airbnb.com/rooms/959190155939638985,527085517,100,f,Vaugirard,48.8383987,2.289638,Entire home/apt,7,2.0,3.0,4.0,470.0,1,365,t,8,5.0,Premium,Paris 15ème
58744,960767972752551012,https://www.airbnb.com/rooms/960767972752551012,492746740,100,f,Buttes-Chaumont,48.8747010536669,2.3845019191503525,Entire home/apt,4,0.0,0.0,2.0,140.0,5,20,t,3,5.0,Fair,Paris 19ème
58776,962275727179147475,https://www.airbnb.com/rooms/962275727179147475,11023616,100,f,Popincourt,48.85728618928877,2.380754200477197,Entire home/apt,2,1.5,1.0,1.0,350.0,5,365,t,3,5.0,Premium,Paris 11ème
58786,963071885201793216,https://www.airbnb.com/rooms/963071885201793216,531416234,100,f,Observatoire,48.841239,2.3252738,Entire home/apt,2,1.0,1.0,1.0,378.0,3,365,t,2,5.0,Premium,Paris 14ème
58823,962410085302411772,https://www.airbnb.com/rooms/962410085302411772,532952159,99,t,Passy,48.87541233511231,2.281662018993299,Entire home/apt,10,4.0,5.0,5.0,1200.0,2,365,t,48,5.0,Luxury,Paris 16ème
58838,963468214042909132,https://www.airbnb.com/rooms/963468214042909132,50978178,99,f,Louvre,48.8645426,2.3321946,Entire home/apt,2,1.0,1.0,1.0,221.0,1,30,t,4,5.0,Fair,Paris 1er
58841,963480207031738611,https://www.airbnb.com/rooms/963480207031738611,50978178,99,f,Louvre,48.8645426,2.3321946,Entire home/apt,2,1.0,1.0,1.0,221.0,1,30,t,12,5.0,Fair,Paris 1er
58861,963490390065307828,https://www.airbnb.com/rooms/963490390065307828,50978178,99,f,Louvre,48.8645426,2.3321946,Entire home/apt,2,1.0,1.0,1.0,221.0,1,30,t,1,5.0,Fair,Paris 1er
58862,963495642556997878,https://www.airbnb.com/rooms/963495642556997878,50978178,99,f,Louvre,48.8645426,2.3321946,Entire home/apt,2,1.0,1.0,1.0,221.0,1,30,t,1,5.0,Fair,Paris 1er
58876,962742076416617391,https://www.airbnb.com/rooms/962742076416617391,50978178,99,f,Louvre,48.8645426,2.3321946,Entire home/apt,2,1.0,1.0,1.0,221.0,1,30,t,2,5.0,Fair,Paris 1er
58880,962765975668813895,https://www.airbnb.com/rooms/962765975668813895,7741534,100,f,Buttes-Montmartre,48.89186801655575,2.3440493523927075,Entire home/apt,4,1.5,2.0,2.0,350.0,2,365,t,4,5.0,Premium,Paris 18ème
58909,963573567875975359,https://www.airbnb.com/rooms/963573567875975359,106895974,100,t,Observatoire,48.8273081,2.3306892,Entire home/apt,3,1.0,1.0,2.0,371.0,5,60,t,12,5.0,Premium,Paris 14ème
58918,964314615794839848,https://www.airbnb.com/rooms/964314615794839848,147074477,100,t,Batignolles-Monceau,48.89327252574069,2.31958092812349,Entire home/apt,4,1.0,1.0,2.0,139.0,2,30,t,11,5.0,Fair,Paris 17ème
58928,962901894918858129,https://www.airbnb.com/rooms/962901894918858129,533064170,100,f,Palais-Bourbon,48.85818,2.33186,Private room,2,1.0,1.0,1.0,300.0,1,365,t,5,5.0,Premium,Paris 7ème
58960,965080193875103580,https://www.airbnb.com/rooms/965080193875103580,443219710,99,f,Batignolles-Monceau,48.8899157,2.3181457,Entire home/apt,2,1.0,1.0,1.0,75.0,30,365,t,1,5.0,Low-cost,Paris 17ème
59021,965142410294331468,https://www.airbnb.com/rooms/965142410294331468,26810171,99,f,Bourse,48.86893,2.35131,Entire home/apt,6,1.5,1.0,1.0,300.0,2,365,t,16,5.0,Premium,Paris 2ème
59024,965145475962584176,https://www.airbnb.com/rooms/965145475962584176,50978178,99,f,Bourse,48.8681858,2.331164,Entire home/apt,2,1.0,1.0,1.0,150.0,1,30,t,1,5.0,Fair,Paris 2ème
59051,965192103374739329,https://www.airbnb.com/rooms/965192103374739329,167038783,100,f,Buttes-Montmartre,48.89059977770231,2.354391105473041,Entire home/apt,6,1.0,4.0,4.0,80.0,3,30,t,1,5.0,Low-cost,Paris 18ème
59052,965192595101120915,https://www.airbnb.com/rooms/965192595101120915,15206365,100,f,Ménilmontant,48.85648,2.39642,Entire home/apt,2,1.0,1.0,1.0,164.0,1,365,t,1,5.0,Fair,Paris 20ème
59075,964974593232248955,https://www.airbnb.com/rooms/964974593232248955,481904984,100,t,Buttes-Montmartre,48.8843652,2.3509456,Entire home/apt,4,1.5,2.0,2.0,137.0,3,365,t,8,5.0,Fair,Paris 18ème
59092,965325261115093836,https://www.airbnb.com/rooms/965325261115093836,71211677,100,f,Temple,48.86298,2.35396,Entire home/apt,2,1.0,1.0,1.0,136.0,3,365,t,1,5.0,Fair,Paris 3ème
59094,967259315511842468,https://www.airbnb.com/rooms/967259315511842468,161975552,100,f,Entrepôt,48.87932126354669,2.35857468098402,Entire home/apt,4,1.0,2.0,2.0,800.0,2,365,t,1,5.0,Luxury,Paris 10ème
59119,967314003556839729,https://www.airbnb.com/rooms/967314003556839729,128108057,100,f,Batignolles-Monceau,48.88501219023392,2.3177278614127217,Private room,1,1.0,1.0,1.0,95.0,1,365,t,1,5.0,Low-cost,Paris 17ème
59127,965668172016452916,https://www.airbnb.com/rooms/965668172016452916,56356630,100,f,Passy,48.85192897855666,2.2598378864964705,Entire home/apt,3,1.0,1.0,2.0,121.0,1,365,t,2,5.0,Fair,Paris 16ème
59147,967398498029098684,https://www.airbnb.com/rooms/967398498029098684,178376575,100,f,Observatoire,48.83287,2.3180106,Entire home/apt,2,1.0,1.0,1.0,250.0,1,365,t,3,5.0,Premium,Paris 14ème
59178,965759646735914182,https://www.airbnb.com/rooms/965759646735914182,98231775,100,f,Vaugirard,48.83255747777186,2.309092242021203,Entire home/apt,2,1.0,1.0,1.0,101.0,1,3,t,7,5.0,Fair,Paris 15ème
59198,965785271943065123,https://www.airbnb.com/rooms/965785271943065123,16381061,100,f,Vaugirard,48.83279,2.30815,Entire home/apt,4,1.0,2.0,2.0,185.0,2,365,t,7,5.0,Fair,Paris 15ème
59294,968667837092900061,https://www.airbnb.com/rooms/968667837092900061,43244710,100,f,Hôtel-de-Ville,48.86098,2.35042,Entire home/apt,5,1.5,2.0,2.0,340.0,2,30,t,1,5.0,Premium,Paris 4ème
59305,967056880036397569,https://www.airbnb.com/rooms/967056880036397569,24696985,100,t,Buttes-Chaumont,48.88846805689613,2.385631408984968,Entire home/apt,2,1.0,1.0,2.0,75.0,30,730,t,4,5.0,Low-cost,Paris 19ème
59353,968784262495031164,https://www.airbnb.com/rooms/968784262495031164,534511682,100,t,Opéra,48.876803864841065,2.3463713165961377,Entire home/apt,4,1.0,1.0,2.0,115.0,30,300,t,4,5.0,Fair,Paris 9ème
59373,968810796358069435,https://www.airbnb.com/rooms/968810796358069435,16207545,100,f,Buttes-Montmartre,48.8864678,2.3404385,Entire home/apt,2,1.0,1.0,1.0,179.0,3,365,t,8,5.0,Fair,Paris 18ème
59375,968828698142304293,https://www.airbnb.com/rooms/968828698142304293,424605,100,f,Bourse,48.8667133150123,2.3517756619884573,Entire home/apt,2,1.0,1.0,1.0,150.0,5,365,t,2,5.0,Fair,Paris 2ème
59400,969414963272026472,https://www.airbnb.com/rooms/969414963272026472,5155486,100,f,Batignolles-Monceau,48.88693438444631,2.3214344304480705,Entire home/apt,4,1.0,1.0,2.0,450.0,5,25,t,5,5.0,Premium,Paris 17ème
59423,969234474311237759,https://www.airbnb.com/rooms/969234474311237759,103965537,100,f,Buttes-Montmartre,48.8875321146759,2.36314074330661,Private room,1,1.0,1.0,1.0,49.0,3,365,t,1,5.0,Low-cost,Paris 18ème
59427,969271483111396462,https://www.airbnb.com/rooms/969271483111396462,7142292,100,t,Batignolles-Monceau,48.8863256,2.3241683,Private room,4,1.0,1.0,4.0,120.0,2,35,t,37,5.0,Fair,Paris 17ème
59437,969468529392712466,https://www.airbnb.com/rooms/969468529392712466,6151059,100,f,Batignolles-Monceau,48.88334845746949,2.3194311931197937,Entire home/apt,2,1.0,1.0,1.0,293.0,1,365,t,1,5.0,Premium,Paris 17ème
59455,969583850003761626,https://www.airbnb.com/rooms/969583850003761626,97245496,100,f,Batignolles-Monceau,48.8826724959034,2.3212097412897075,Entire home/apt,6,1.0,2.0,3.0,224.0,1,1125,t,1,5.0,Fair,Paris 17ème
59474,970250505639042788,https://www.airbnb.com/rooms/970250505639042788,19745074,100,f,Gobelins,48.827687027764064,2.3559227605849,Entire home/apt,4,1.5,1.0,1.0,400.0,2,365,t,2,5.0,Premium,Paris 13ème
